iter	RMSE
146	0.1477171943
147	0.1475132852
148	0.1472271934
149	0.1468961872
150	0.1465667791
151	0.1463274898
152	0.1459559015
153	0.1456874449
154	0.1453422996
155	0.1450375157
156	0.1448095412
157	0.1445846977
158	0.1441576499
159	0.1439354156
160	0.1436823428
161	0.1433246006
162	0.1430146932
163	0.1428050523
164	0.1426546553
165	0.1424111582
166	0.1421607191
167	0.1419593594
168	0.1416791537
169	0.1415005297
170	0.1413466416
171	0.1410697812
172	0.1408334509
173	0.1406337375
174	0.140251141
175	0.1401118715
176	0.1399613954
177	0.1396036854
178	0.1394763884
179	0.139250233
180	0.1391182315
181	0.1387733872
182	0.1385742324
183	0.1383542109
184	0.1381732933
185	0.1379731033
186	0.137729888
187	0.137406738
188	0.1371510937
189	0.1369870816
190	0.1367929892
191	0.1366131263
192	0.1364908063
193	0.1361657871
194	0.1359597959
195	0.1357517563
196	0.1355642487
197	0.1353410838
198	0.1350145092
199	0.1348548914
200	0.1346675514
201	0.1344703918
202	0.1343617878
203	0.1342251745
204	0.1340739856
205	0.133932171
206	0.1337039793
207	0.1335674837
208	0.1333491391
209	0.1331917723
210	0.1330110554
211	0.1327348516
212	0.1325971083
213	0.1324200848
214	0.1321740932
215	0.132004476
216	0.1319131379
217	0.1317903613
218	0.1316166666
219	0.1313579414
220	0.1311035796
221	0.1307951327
222	0.1306522101
223	0.1304501482
224	0.130271686
225	0.1300047165
226	0.1297826287
227	0.129610711
228	0.1294168041
229	0.1292914784
230	0.1291781212
231	0.1290936702
232	0.1288969412
233	0.1286984538
234	0.1286181599
235	0.1283933346
236	0.1281965233
237	0.1279873778
238	0.1278133451
239	0.127744411
240	0.1275608842
241	0.1274500605
242	0.1273198631
243	0.1271768957
244	0.1270649656
245	0.1269932999
246	0.1268177957
247	0.1266347282
248	0.1264977938
249	0.1262172694
250	0.1261219368
251	0.1259617323
252	0.1257339133
253	0.1255867119
254	0.1254663273
255	0.1253142474
256	0.1251511439
257	0.1250689452
258	0.1249488634
259	0.1248600691
260	0.1247727073
261	0.1246494403
262	0.1245029906
263	0.1243883563
264	0.1242826274
265	0.1241415746
266	0.1240724514
267	0.1239339059
268	0.1237689466
269	0.1236666055
270	0.1235886243
271	0.1234923123
272	0.1233449515
273	0.1232010395
274	0.1231211441
275	0.1229748692
276	0.1228552038
277	0.1227281189
278	0.122665885
279	0.1225539007
280	0.1223942005
281	0.1221960216
282	0.1221199984
283	0.1220294802
284	0.1218295818
285	0.1217285015
286	0.1214936186
287	0.121393746
288	0.1212527741
289	0.1211996088
290	0.1211153536
291	0.1209715413
292	0.1208906765
293	0.1207499625
294	0.120576277
295	0.1204374404
296	0.1202749517
297	0.1201637351
298	0.1200729455
299	0.1199651717
300	0.119900394
301	0.1198058317
302	0.1197136954
303	0.1195486863
304	0.1194187147
305	0.1193239489
306	0.1192441649
307	0.1191585337
308	0.1190992661
309	0.1190135846
310	0.1189343125
311	0.1187855074
312	0.1187040319
313	0.1186351749
314	0.1185487545
315	0.1184189633
316	0.1182949942
317	0.1182433009
318	0.1180887159
319	0.11796493
320	0.1178320479
321	0.1177567584
322	0.1176110008
323	0.117496587
324	0.1174253764
325	0.1172935331
326	0.1172436706
327	0.1171817743
328	0.1170488226
329	0.1169018704
330	0.1168229727
331	0.116708756
332	0.1166277437
333	0.1165874085
334	0.1164493995
335	0.1164043755
336	0.1163276388
337	0.1162766147
338	0.1161547628
339	0.1160403176
340	0.1159572264
341	0.1158649019
342	0.1158021673
343	0.1157372482
344	0.1155849528
345	0.1155494553
346	0.1154490568
347	0.1153454584
348	0.1152321415
349	0.1151668687
350	0.1151327724
351	0.1150416674
352	0.1149059979
353	0.1148327249
354	0.114760852
355	0.1146565825
356	0.1145051508
357	0.1143906689
358	0.1143441694
359	0.1142120783
360	0.1141431112
361	0.1140440218
362	0.1139515403
363	0.1138723715
364	0.1138045138
365	0.1137428357
366	0.1136114886
367	0.1135718211
368	0.1135227172
369	0.1134676487
370	0.1134251114
371	0.1133677665
372	0.1132894924
373	0.1131852938
374	0.1131364949
375	0.1130845555
376	0.1130490711
377	0.1130016028
378	0.1128535379
379	0.112768565
380	0.1127076587
381	0.1126483457
382	0.1125752587
383	0.112459555
384	0.112416044
385	0.1123641913
386	0.112325621
387	0.1122342826
388	0.1121817568
389	0.1120867977
390	0.1120468729
391	0.1119981894
392	0.1119088856
393	0.1118400702
394	0.1117688227
395	0.1117293691
396	0.111642881
397	0.1115910146
398	0.1114766559
399	0.1114061199
400	0.1113154423
401	0.1112654348
402	0.1111775434
403	0.1111146219
404	0.1110408413
405	0.1109369867
406	0.1109154511
407	0.1108097702
408	0.1107031903
409	0.1106282364
410	0.1105572865
411	0.1105032843
412	0.110461996
413	0.1103653629
414	0.1103371633
415	0.1102559951
416	0.1101801018
417	0.1100446961
418	0.1099350989
419	0.1098777474
420	0.1098186523
421	0.1097876751
422	0.1097395225
423	0.1096788405
424	0.1095539505
425	0.1094686688
426	0.1094102325
427	0.1093138321
428	0.1092745311
429	0.1092459294
430	0.109153666
431	0.1090564851
432	0.1090183017
433	0.108874565
434	0.1088307917
435	0.1088001418
436	0.1087598343
437	0.1086726934
438	0.1085991985
439	0.1084837806
440	0.1084401932
441	0.1083745429
442	0.108355469
443	0.1082896104
444	0.1082581431
445	0.1082056031
446	0.1081649023
447	0.1080400326
448	0.1079816108
449	0.1078919457
450	0.1077921494
451	0.1077484113
452	0.1077021609
453	0.107675228
454	0.1076431789
455	0.1075764671
456	0.1075332213
457	0.1074958355
458	0.1074371832
459	0.1073893502
460	0.1072673244
461	0.1072389886
462	0.1070842854
463	0.1070405736
464	0.1069420982
465	0.1069182628
466	0.1068639141
467	0.1068269111
468	0.106766991
469	0.106664583
470	0.1065980329
471	0.106480339
472	0.106411525
473	0.1063451672
474	0.1062483122
475	0.1062226182
476	0.1061767516
477	0.1061268104
478	0.1060786368
479	0.1060190653
480	0.1058840941
481	0.1058161678
482	0.1057278431
483	0.1056159068
484	0.1055572832
485	0.1055309603
486	0.1054748001
487	0.1054242326
488	0.1053874795
489	0.1053195775
490	0.1052754677
491	0.1052420558
492	0.1051866385
493	0.1051622997
494	0.1051209167
495	0.1050529801
496	0.1049835063
497	0.1049334161
498	0.1049054787
499	0.1048598688
500	0.1048147128
501	0.1047442541
502	0.1047330983
503	0.1047091054
504	0.1046305468
505	0.1045833902
506	0.1045623329
507	0.1045255927
508	0.1044972574
509	0.1044362374
510	0.1043960815
511	0.1043338679
512	0.1042972709
513	0.1042470202
514	0.1042193029
515	0.1041708955
516	0.1041327155
517	0.1040744457
518	0.1040196101
519	0.1039573963
520	0.1038095785
521	0.1037720399
522	0.1036910795
523	0.1036383232
524	0.1035839863
525	0.1035480933
526	0.1035229225
527	0.1034324144
528	0.1033718709
529	0.103304589
530	0.1032812087
531	0.1032509737
532	0.1032119277
533	0.1031155469
534	0.1030883158
535	0.1030479666
536	0.1029179349
537	0.1028440253
538	0.1027993649
539	0.1027268612
540	0.1026942195
541	0.102667271
542	0.1026338063
543	0.1026074159
544	0.1025758331
545	0.1025524595
546	0.1024843705
547	0.1024564596
548	0.1024068162
549	0.1023426947
550	0.1022965822
551	0.1022465986
552	0.1022220729
553	0.1021547587
554	0.1020541536
555	0.1020173192
556	0.1019616235
557	0.1018541061
558	0.1018108185
559	0.1017790826
560	0.1017233256
561	0.1016175369
562	0.1015959923
563	0.1015299757
564	0.1014875701
565	0.1014446996
566	0.1014020541
567	0.1013099307
568	0.1012700281
569	0.1012127301
570	0.1011760946
571	0.1011448117
572	0.1010609274
573	0.1010440286
574	0.1009910603
575	0.1009276294
576	0.1008663109
577	0.100831718
578	0.1007965991
579	0.100753358
580	0.1007110818
581	0.1006728757
582	0.1006277869
583	0.1005744357
584	0.100521833
585	0.1004784125
586	0.100460247
587	0.1004334866
588	0.100413289
589	0.1003716671
590	0.100352892
591	0.1003148351
592	0.1002304604
593	0.1001453214
594	0.1001217061
595	0.1000383864
596	0.09998957143
597	0.09995990089
598	0.0998877732
599	0.09985038437
600	0.09983381511
601	0.09977539314
602	0.09973730839
603	0.09972025413
604	0.09969150144
605	0.09966128995
606	0.09962461355
607	0.09959518575
608	0.09954441048
609	0.09950596879
610	0.09944578378
611	0.09943679661
612	0.09939211736
613	0.09936049914
614	0.09933887666
615	0.09930210958
616	0.09923008956
617	0.09921395033
618	0.09919098697
619	0.099155754
620	0.09911823924
621	0.09907468322
622	0.09903618355
623	0.09898438951
624	0.09894835982
625	0.09891258278
626	0.09887863087
627	0.09886155536
628	0.09881100801
629	0.09877039404
630	0.09875210959
631	0.09868312484
632	0.09865824589
633	0.09857954548
634	0.09848931859
635	0.09845456899
636	0.09840539359
637	0.09836899935
638	0.09833712399
639	0.09828590402
640	0.09824334359
641	0.09823103285
642	0.09819178172
643	0.09817851786
644	0.09810309326
645	0.09806351159
646	0.09801720645
647	0.09796666095
648	0.09793313927
649	0.09787836007
650	0.09783753233
651	0.09780738215
652	0.09775878283
653	0.09770448365
654	0.09767449341
655	0.09764529167
656	0.0975808528
657	0.09753615222
658	0.09748648112
659	0.09745075556
660	0.09740050791
661	0.0973525528
662	0.09731981342
663	0.09729021313
664	0.09726875594
665	0.09723464473
666	0.09720073505
667	0.09718082309
668	0.09715029164
669	0.0970926182
670	0.09705671363
671	0.09701755616
672	0.09694108419
673	0.09690978138
674	0.0968729025
675	0.09683938591
676	0.09681749866
677	0.09679498138
678	0.09677301004
679	0.09670690198
680	0.09665402396
681	0.09662145751
682	0.09660861465
683	0.09654150906
684	0.0964551233
685	0.09643340367
686	0.09640569015
687	0.09635639438
688	0.09632755382
689	0.0962779949
690	0.09622435957
691	0.09619522567
692	0.09616365071
693	0.09612298882
694	0.09609775469
695	0.09602835115
696	0.09598750769
697	0.09594452771
698	0.09591245298
699	0.09588883456
700	0.0958781385
701	0.0958633872
702	0.09583582261
703	0.09580681371
704	0.09576833291
705	0.09575419423
706	0.09574148317
707	0.09569468131
708	0.09564163916
709	0.09562547092
710	0.09559505475
711	0.09556908146
712	0.09552805406
713	0.09550207489
714	0.09545658547
715	0.09541644516
716	0.09538781246
717	0.09535136591
718	0.0953262046
719	0.095297594
720	0.09525477558
721	0.09522117616
722	0.09517251207
723	0.09515020188
724	0.09510380895
725	0.09506771791
726	0.09499702723
727	0.09496290828
728	0.09492611484
729	0.09488898351
730	0.09485204004
731	0.09481222918
732	0.09478140741
733	0.09473083309
734	0.09470073848
735	0.09466834354
736	0.09462751168
737	0.09458278372
738	0.0945622831
739	0.09452040562
740	0.09448763207
741	0.09444532435
742	0.09442675656
743	0.09440483695
744	0.09437467986
745	0.09434839985
746	0.09430294349
747	0.09425010255
748	0.09418858844
749	0.09414512444
750	0.0941253613
751	0.09410788676
752	0.09407339428
753	0.09404732655
754	0.0940182081
755	0.09399482781
756	0.09397491573
757	0.09393836345
758	0.09388119022
759	0.09383670791
760	0.09382109542
761	0.09376451784
762	0.0937264779
763	0.09365195595
764	0.09362664514
765	0.09360749645
766	0.09357822698
767	0.09355009134
768	0.09351743902
769	0.09346787209
770	0.09342046081
771	0.09338608634
772	0.0933406601
773	0.09328989121
774	0.09326918546
775	0.09325345688
776	0.09323118651
777	0.09320825871
778	0.09319162684
779	0.0931779975
780	0.09313162379
781	0.09311237155
782	0.09307375934
783	0.09303147769
784	0.09301376851
785	0.09299939725
786	0.09296896413
787	0.09293135827
788	0.09287824618
789	0.09284224143
790	0.09282193464
791	0.0927805816
792	0.09273979262
793	0.09272476352
794	0.09267000876
795	0.09264791925
796	0.0926202418
797	0.09259463664
798	0.09257969998
799	0.09253242898
800	0.0925183889
801	0.0924681368
802	0.09240352929
803	0.09237609542
804	0.09233702122
805	0.09230579486
806	0.0922627515
807	0.09223105719
808	0.09218848014
809	0.09214004467
810	0.09209939146
811	0.09208944364
812	0.09206307387
813	0.09203458769
814	0.09198862194
815	0.09194731038
816	0.09190985205
817	0.09188624392
818	0.09185833119
819	0.09183737076
820	0.09180551528
821	0.09174110281
822	0.09171043868
823	0.09168787473
824	0.0916461114
825	0.09160035678
826	0.09157388564
827	0.09153384633
828	0.09150414453
829	0.09147791605
830	0.09144012784
831	0.09143040764
832	0.0913791537
833	0.09133447651
834	0.09130230712
835	0.09127751465
836	0.09124967713
837	0.09123544218
838	0.09121944673
839	0.09117831202
840	0.09115713907
841	0.09112689315
842	0.09109091469
843	0.09107881976
844	0.09105274041
845	0.091026528
846	0.09100864934
847	0.09099205108
848	0.09097193813
849	0.09095968698
850	0.09093654609
851	0.09090503918
852	0.09088410827
853	0.09083612382
854	0.09081614204
855	0.09077543645
856	0.09072890532
857	0.09069287091
858	0.09064901094
859	0.09061707708
860	0.09058812667
861	0.09056820984
862	0.09054077551
863	0.09051247369
864	0.09049284095
865	0.09046106563
866	0.09044006657
867	0.09041214521
868	0.09037974881
869	0.09036416053
870	0.09034015977
871	0.09031704959
872	0.09028366836
873	0.09025545689
874	0.09024406423
875	0.09021429732
876	0.09016441511
877	0.0901436147
878	0.09011292591
879	0.09007779571
880	0.09005806653
881	0.09002842793
882	0.0900047157
883	0.08996334937
884	0.08993126773
885	0.08991493417
886	0.08988854708
887	0.08986283766
888	0.0898341102
889	0.0898152827
890	0.0897873611
891	0.08974703179
892	0.08973338853
893	0.08970965659
894	0.08966478946
895	0.0896107086
896	0.08957909096
897	0.08955349572
898	0.08951295894
899	0.08947701472
900	0.08945552807
901	0.08941168984
902	0.08940143039
903	0.08937515341
904	0.08935774781
905	0.08933049602
906	0.0892866697
907	0.08922575014
908	0.08918277284
909	0.08913997529
910	0.0890998994
911	0.08907636559
912	0.08902317951
913	0.08898771631
914	0.08896242397
915	0.08894912077
916	0.08890583601
917	0.08888433115
918	0.08884968652
919	0.08879907194
920	0.08878159289
921	0.08875812115
922	0.08871247064
923	0.08869285255
924	0.08865658474
925	0.08861505644
926	0.08859173956
927	0.08857159813
928	0.08855008058
929	0.08852988418
930	0.08851213827
931	0.08844975641
932	0.08840846546
933	0.08839345906
934	0.08837439551
935	0.08835819316
936	0.08833726953
937	0.08830426148
938	0.08828242252
939	0.08823035697
940	0.08818002893
941	0.0881611094
942	0.08814576291
943	0.08811199397
944	0.08808240265
945	0.08804786795
946	0.08803185287
947	0.08801367741
948	0.08796573061
949	0.08793855972
950	0.08791712282
951	0.08789515405
952	0.08786066047
953	0.08784938563
954	0.08782872201
955	0.08780897194
956	0.08779034004
957	0.0877731381
958	0.08775478699
959	0.08773912221
960	0.08772216549
961	0.08768213167
962	0.08765099
963	0.08761740253
964	0.08759290206
965	0.08756981758
966	0.08754925669
967	0.08753203217
968	0.08748511363
969	0.08745001443
970	0.08741711008
971	0.0874017273
972	0.08738082642
973	0.08733693163
974	0.0873171958
975	0.08727717698
976	0.08724942088
977	0.08721696347
978	0.08720478059
979	0.08716829668
980	0.08714062859
981	0.08710290029
982	0.0870861806
983	0.08705889928
984	0.08703957946
985	0.08701876568
986	0.08699376331
987	0.08695962452
988	0.08694009765
989	0.08690689172
990	0.0868933233
991	0.08686104826
992	0.0868467759
993	0.0868283367
994	0.08680975499
995	0.08677660452
996	0.08675782708
997	0.08672622757
998	0.08669618451
999	0.08666738193
73
998	0.08589997527
999	0.0858875841
