iter	RMSE
118	0.1123154393
119	0.1122436725
120	0.1120773755
121	0.1118476601
122	0.1118160103
123	0.1116389832
124	0.1115077305
125	0.1111536371
126	0.1110356439
127	0.1109911369
128	0.1108960272
129	0.1107785604
130	0.1105991085
131	0.1103154431
132	0.1100718995
133	0.109967295
134	0.1098632293
135	0.1097516016
136	0.1096687888
137	0.1095691134
138	0.1093976082
139	0.1093483418
140	0.1090970482
141	0.1088924661
142	0.1088153947
143	0.1087257051
144	0.1086374379
145	0.1083189704
146	0.1082895502
147	0.1081835591
148	0.1079822551
149	0.1078434878
150	0.1076760665
151	0.1074288499
152	0.1072763036
153	0.1071730384
154	0.107073395
155	0.1070110027
156	0.1069622457
157	0.1066537725
158	0.1065448629
159	0.1064214183
160	0.1060761009
161	0.1059204814
162	0.1058177498
163	0.105665948
164	0.1054713975
165	0.1051923545
166	0.1050603414
167	0.1049507756
168	0.1048571178
169	0.1047639066
170	0.1046839416
171	0.1045093424
172	0.1044375634
173	0.1043507058
174	0.1042052245
175	0.1040901574
176	0.1039751708
177	0.1037233758
178	0.1036009777
179	0.1034961949
180	0.1033165357
181	0.103210987
182	0.103140971
183	0.1030847861
184	0.1030281717
185	0.1029770988
186	0.1028538218
187	0.1026534759
188	0.1025197508
189	0.102437355
190	0.1023161632
191	0.102137345
192	0.1018622475
193	0.1017874168
194	0.1017080475
195	0.1016508042
196	0.101500043
197	0.10144656
198	0.1013324247
199	0.101272207
200	0.1011470055
201	0.1010934889
202	0.1010013583
203	0.1008291824
204	0.1007876773
205	0.1006272212
206	0.1005523917
207	0.1003557357
208	0.1002506292
209	0.1002033882
210	0.1001580126
211	0.1000919617
212	0.09991694832
213	0.09967900433
214	0.09958810419
215	0.09947015399
216	0.09930759887
217	0.09918644038
218	0.0990955117
219	0.09903628254
220	0.0989448949
221	0.09888866942
222	0.09873631306
223	0.09862501018
224	0.0984583499
225	0.09837181346
226	0.09829288708
227	0.09822308961
228	0.09809476532
229	0.09795179882
230	0.09787284344
231	0.09781994547
232	0.09771347171
233	0.0975297092
234	0.09746499704
235	0.09738478603
236	0.09728113707
237	0.09718734151
238	0.09703299771
239	0.09694486289
240	0.09675640859
241	0.09671401564
242	0.09657504899
243	0.0964902218
244	0.09639917955
245	0.09632866249
246	0.09628155785
247	0.0961984272
248	0.0961236239
249	0.09606137112
250	0.09598111477
251	0.09590211698
252	0.09575918402
253	0.09566912408
254	0.09554500487
255	0.09548389787
256	0.09541369266
257	0.09532253975
258	0.09525876622
259	0.09522922429
260	0.09514395896
261	0.09503452886
262	0.09500337879
263	0.09495206965
264	0.09488999821
265	0.09470572909
266	0.0946530094
267	0.0945589938
268	0.0945077233
269	0.09446341651
270	0.09438640457
271	0.0943211009
272	0.09426503703
273	0.09421899402
274	0.09412662226
275	0.09395134923
276	0.09378744355
277	0.09369198393
278	0.0936422322
279	0.09360690658
280	0.09346519636
281	0.09334277224
282	0.09329405584
283	0.09325251788
284	0.09317410043
285	0.09310507021
286	0.09304801361
287	0.09298841524
288	0.0928000967
289	0.09276798399
290	0.09268693014
291	0.09262086023
292	0.09251568277
293	0.09247341761
294	0.09240514334
295	0.09227048793
296	0.09223690711
297	0.09218092574
298	0.09210911706
299	0.09202257128
300	0.09190707537
301	0.09182040667
302	0.09174245434
303	0.09170075463
304	0.09163460722
305	0.0915773795
306	0.09147331463
307	0.0914136799
308	0.09135320716
309	0.09122682178
310	0.09112032892
311	0.09107951868
312	0.09102441624
313	0.09098486247
314	0.09091060058
315	0.09076140731
316	0.09069408282
317	0.09060340011
318	0.09056367101
319	0.09053725527
320	0.0904385569
321	0.09038016776
322	0.09025280551
323	0.09017244264
324	0.09013345211
325	0.09006444786
326	0.09001967954
327	0.08997517814
328	0.08993558242
329	0.0898924335
330	0.08985700246
331	0.08978384515
332	0.08968556738
333	0.08963295548
334	0.08953879036
335	0.08950603596
336	0.08946405318
337	0.08931851096
338	0.08914662764
339	0.08910956688
340	0.0890510791
341	0.08902237064
342	0.08896480509
343	0.08892173474
344	0.08885914653
345	0.08880213537
346	0.08877389462
347	0.08870736498
348	0.08865823894
349	0.08861399041
350	0.08856662882
351	0.08848421801
352	0.08846088572
353	0.08841576314
354	0.08839089879
355	0.08834832323
356	0.08828315064
357	0.08823432085
358	0.08819824161
359	0.08813354425
360	0.08807544175
361	0.08796429931
362	0.08789874929
363	0.08786457577
364	0.08782979864
365	0.08778939756
366	0.08769436924
367	0.08761662012
368	0.08752399629
369	0.08746414326
370	0.08742532038
371	0.08735095977
372	0.08730620588
373	0.08726003701
374	0.08722101629
375	0.08713716617
376	0.08707833495
377	0.08704143227
378	0.0869461701
379	0.08684440696
380	0.08679577558
381	0.08675874601
382	0.08669299591
383	0.08664694455
384	0.08657059417
385	0.08654511422
386	0.08651881478
387	0.08644120144
388	0.08638931101
389	0.08635558241
390	0.08632108449
391	0.08625273506
392	0.08620216496
393	0.08617834813
394	0.08612078223
395	0.08606722978
396	0.08604149426
397	0.08599397425
398	0.08596370611
399	0.08593210302
400	0.08581070009
401	0.08576241682
402	0.0857378922
403	0.08567356638
404	0.08561529782
405	0.08556233336
406	0.08553174792
407	0.08549022013
408	0.08545105366
409	0.08542070096
410	0.08532797762
411	0.08524558184
412	0.08520127026
413	0.08508443296
414	0.08505086587
415	0.08501226916
416	0.08494193493
417	0.08491160971
418	0.08488887946
419	0.08487125459
420	0.084849931
421	0.08474196399
422	0.08469341332
423	0.08466202176
424	0.08463851454
425	0.08461968054
426	0.08455609598
427	0.08446525205
428	0.08439216725
429	0.08425431531
430	0.08422179306
431	0.08416706915
432	0.08409218325
433	0.08405355718
434	0.08401245841
435	0.08397448145
436	0.08386053375
437	0.08384120001
438	0.08381914642
439	0.08372914008
440	0.08371224863
441	0.08363890714
442	0.0835928636
443	0.08355855951
444	0.08352286387
445	0.08347330746
446	0.0834322617
447	0.08339763377
448	0.08336568656
449	0.08330652065
450	0.08326241757
451	0.08321841545
452	0.08313961033
453	0.08309300614
454	0.08305589948
455	0.08303464851
456	0.08301174342
457	0.08297940384
458	0.08294009276
459	0.08287122967
460	0.08282257134
461	0.08276484503
462	0.08273187131
463	0.08266723061
464	0.08262700338
465	0.08258799811
466	0.08254411608
467	0.08249397402
468	0.08246520108
469	0.08240380115
470	0.08236893503
471	0.08225160862
472	0.08219288151
473	0.0821513763
474	0.08211638456
475	0.08209499244
476	0.08207476993
477	0.08205245369
478	0.0819996101
479	0.08197265779
480	0.08194348405
481	0.08189104513
482	0.0818170932
483	0.08172439004
484	0.08168291718
485	0.08164359679
486	0.08161489055
487	0.08158760174
488	0.08156939487
489	0.08152214527
490	0.08148774575
491	0.08142454513
492	0.08139519452
493	0.08136590282
494	0.08131941749
495	0.08128888905
496	0.08125695323
497	0.08116366076
498	0.08114398684
499	0.08108615039
500	0.08104023952
501	0.080998039
502	0.08098077891
503	0.08094216683
504	0.08090163052
505	0.08087645925
506	0.08085895006
507	0.08083837849
508	0.08082441805
509	0.08077540277
510	0.08074494288
511	0.08071744269
512	0.08067492807
513	0.08059208554
514	0.08057848681
515	0.08052288344
516	0.08048399121
517	0.08045411601
518	0.08038770853
519	0.0803364079
520	0.08030636971
521	0.08026769003
522	0.08023800254
523	0.08019891627
524	0.08016992613
525	0.08007073246
526	0.08004790334
527	0.08000688955
528	0.07995766162
529	0.07992943228
530	0.07987941958
531	0.07983909684
532	0.07981298209
533	0.07979340884
534	0.0797295302
535	0.07965500945
536	0.07959479335
537	0.07957292539
538	0.07953943135
539	0.07942387467
540	0.07939144906
541	0.0793571793
542	0.0793383802
543	0.07932111581
544	0.07931036712
545	0.07927782284
546	0.07925579008
547	0.07922346532
548	0.07919363469
549	0.07909928297
550	0.07905627923
551	0.07900790811
552	0.0789622124
553	0.0788862759
554	0.07886208336
555	0.07884226347
556	0.07881266259
557	0.07878454951
558	0.07865203166
559	0.07862379742
560	0.07858378513
561	0.07856210192
562	0.07854185702
563	0.07849904895
564	0.07846332071
565	0.07844785616
566	0.07840927696
567	0.07838696254
568	0.07835556449
569	0.07833257135
570	0.0783103085
571	0.07826839011
572	0.07821492299
573	0.07818785567
574	0.07817417917
575	0.078149493
576	0.07813292128
577	0.07810494523
578	0.07808177357
579	0.07806472106
580	0.07802301653
581	0.07798888358
582	0.07796933107
583	0.07787937077
584	0.07785766132
585	0.07778940008
586	0.07776807219
587	0.07773192617
588	0.07768806576
589	0.07767285789
590	0.07763485118
591	0.07759723229
592	0.07757742146
593	0.07754733875
594	0.07753086261
595	0.07751143797
596	0.07748928268
597	0.07747934143
598	0.0774522585
599	0.07740041383
600	0.0773673316
601	0.07734790854
602	0.07731166356
603	0.07728145452
604	0.0772256628
605	0.07718725369
606	0.077149022
607	0.07711496276
608	0.0770700849
609	0.0770162354
610	0.07695965036
611	0.07691068256
612	0.07684046877
613	0.07681843912
614	0.07679133646
615	0.07676460488
616	0.07675218462
617	0.0767250982
618	0.07671061702
619	0.076689011
620	0.07665865481
621	0.07661446275
622	0.0765993254
623	0.07657823254
624	0.07654247798
625	0.07651885077
626	0.07649498943
627	0.07647167007
628	0.07643928714
629	0.07640141912
630	0.07631959873
631	0.07628772307
632	0.07627371823
633	0.0762411406
634	0.07621615601
635	0.07619931546
636	0.07618705463
637	0.07617621761
638	0.07613128259
639	0.07610224889
640	0.07605027081
641	0.07603456763
642	0.07598947555
643	0.07597946813
644	0.07595385625
645	0.0759322237
646	0.07588389721
647	0.07585797568
648	0.07584196347
649	0.07580536816
650	0.07578978098
651	0.07576803571
652	0.07575462358
653	0.07573098955
654	0.07569929129
655	0.07567438054
656	0.07564272783
657	0.07560230422
658	0.07558473584
659	0.07552637106
660	0.07550808382
661	0.07548134812
662	0.07542764143
663	0.07535905525
664	0.07533694729
665	0.07528160315
666	0.07525621648
667	0.07522385066
668	0.07518490988
669	0.07516446074
670	0.07512809411
671	0.07507594395
672	0.07506028312
673	0.07502748157
674	0.07500842366
675	0.07498725595
676	0.07497140215
677	0.07493849275
678	0.0749151087
679	0.07489367266
680	0.07485470491
681	0.074825805
682	0.07480784471
683	0.07478271767
684	0.07476292281
685	0.07474076351
686	0.07471933644
687	0.07470337034
688	0.07467169728
689	0.07466138957
690	0.07465046959
691	0.07461578453
692	0.07457950339
693	0.07456501985
694	0.07453472269
695	0.07451259997
696	0.07449265735
697	0.07447795482
698	0.07447618682
699	0.07445774967
700	0.07441969902
701	0.0743908944
702	0.07434616215
703	0.07424208085
704	0.07422903796
705	0.07421482826
706	0.07419327821
707	0.07415199985
708	0.07412177201
709	0.07410784436
710	0.07409260633
711	0.07406045655
712	0.07404067864
713	0.07401500156
714	0.07398761614
715	0.07395851423
716	0.07393295083
717	0.07390847984
718	0.07389992987
719	0.07387599645
720	0.07380102874
721	0.0737683414
722	0.07374761033
723	0.07372998417
724	0.07368378757
725	0.07362359201
726	0.07361214287
727	0.0736003527
728	0.07359510886
729	0.07358452485
730	0.07356317905
731	0.07354764021
732	0.07353720588
733	0.07349799312
734	0.07345912822
735	0.07345548456
736	0.0734404187
737	0.07342847747
738	0.07340995964
739	0.07338496965
740	0.07336470732
741	0.07331426441
742	0.07329920936
743	0.07328306804
744	0.07322062556
745	0.07319731476
746	0.07317016295
747	0.07315277161
748	0.07312865425
749	0.07311138749
750	0.07307039581
751	0.07304350496
752	0.07303493474
753	0.07298163928
754	0.07295317466
755	0.07293176255
756	0.07291512702
757	0.07290222986
758	0.07285366979
759	0.07283161696
760	0.07282183359
761	0.07279716921
762	0.07276740702
763	0.0727366818
764	0.07271417519
765	0.07268976629
766	0.07267241859
767	0.07265487435
768	0.07263043052
769	0.07261627411
770	0.07259847842
771	0.07257510109
772	0.07254795277
773	0.07252866736
774	0.0724853139
775	0.07244025425
776	0.07242066403
777	0.07238578361
778	0.07235534286
779	0.07233639129
780	0.07232333433
781	0.07229754246
782	0.07227479158
783	0.07225258849
784	0.07220389903
785	0.07219075102
786	0.07217598844
787	0.07214707564
788	0.07213032045
789	0.07211508192
790	0.07210064048
791	0.07207797158
792	0.07205734925
793	0.07205694973
794	0.07202701017
795	0.07200920483
796	0.07198023417
797	0.07197999527
798	0.07197605783
799	0.07195480677
800	0.07192833308
801	0.07191412071
802	0.07187983807
803	0.07186711626
804	0.07178859642
805	0.07177464903
806	0.07174823086
807	0.07173641457
808	0.07171766851
809	0.07170271462
810	0.07169023196
811	0.07169001759
812	0.0716555497
813	0.07165534849
814	0.07162162779
815	0.07159816389
816	0.07157860392
817	0.07155825515
818	0.07153811871
819	0.07151324746
820	0.07150055145
821	0.07149078408
822	0.07142330278
823	0.07140717116
824	0.07139250315
825	0.07137833993
826	0.0713385752
827	0.07132626757
828	0.0713118607
829	0.07128815365
830	0.07127607867
831	0.07124840498
832	0.071232261
833	0.07120729193
834	0.07118756434
835	0.07114780203
836	0.07114762959
837	0.07112883365
838	0.07111688862
839	0.07109064857
840	0.07105966694
841	0.07104345982
842	0.07101830984
843	0.07097790915
844	0.07091958135
845	0.0709194387
846	0.07086317109
847	0.07083852309
848	0.07081140573
849	0.07078641795
850	0.07078628848
851	0.0707735799
852	0.07073471849
853	0.07070689578
854	0.07069159361
855	0.07067972367
856	0.07064984193
857	0.07063155015
858	0.07059821878
859	0.07057542942
860	0.07055102201
861	0.07053382987
862	0.07051857971
863	0.07050672164
864	0.07048807593
865	0.0704788037
866	0.07045183806
867	0.07043378216
868	0.07039066387
869	0.07034837001
870	0.07033801943
871	0.07032516138
872	0.07029351348
873	0.07028106277
874	0.0702648238
875	0.07024468193
876	0.07020821782
877	0.07017945533
878	0.07016272722
879	0.07013521886
880	0.07009112162
881	0.07007322487
882	0.07004423041
883	0.07002803855
884	0.07000847419
885	0.0699773325
886	0.06994161913
887	0.06992504163
888	0.06991599881
889	0.06989082205
890	0.0698802137
891	0.06986280887
892	0.06985410671
893	0.06984283769
894	0.06982879353
895	0.06979703511
896	0.06977784092
897	0.0697520913
898	0.06974312637
899	0.06969844015
900	0.06968517877
901	0.06967544971
902	0.06965711452
903	0.06964084651
904	0.06962875747
905	0.06961239884
906	0.06960319367
907	0.06959717738
908	0.06958265998
909	0.06955755192
910	0.06953620654
911	0.06950866373
912	0.06949076288
913	0.06947660218
914	0.0694664182
915	0.06944699107
916	0.06941157578
917	0.06939501481
918	0.06938180637
919	0.06936771195
920	0.06935916147
921	0.06934484681
922	0.06933744282
923	0.06931942524
924	0.06930028463
925	0.06927069157
926	0.06925477372
927	0.06923919783
928	0.06919519075
929	0.06915884543
930	0.06914367267
931	0.06913031263
932	0.06910746747
933	0.06909271275
934	0.06907942381
935	0.06906163501
936	0.06901230189
937	0.06899607812
938	0.06895983502
939	0.06893764475
940	0.06892022359
941	0.06891004491
942	0.06888511303
943	0.06887187423
944	0.06885997993
945	0.06882801454
946	0.06881063973
947	0.06880126877
948	0.06878117748
949	0.06877107287
950	0.06875856721
951	0.06874017094
952	0.06871564019
953	0.06870099607
954	0.06868775346
955	0.06866265695
956	0.0686486121
957	0.06863173
958	0.06862081457
959	0.0686093318
960	0.06858384879
961	0.06856058463
962	0.06853458448
963	0.06852531574
964	0.06851477837
965	0.06849787183
966	0.0684843066
967	0.06847052772
968	0.06842898649
969	0.06841186558
970	0.06839307048
971	0.06838111434
972	0.06836735927
973	0.06835438274
974	0.06833962867
975	0.06831984264
976	0.06830084569
977	0.06827667621
978	0.06826708686
979	0.06823949123
980	0.0682323757
981	0.06821855296
982	0.06820029457
983	0.06817985257
984	0.06817013824
985	0.06815682413
986	0.06814315588
987	0.06813539105
988	0.06809279072
989	0.06806191231
990	0.06804640184
991	0.06803417172
992	0.0680180969
993	0.06799878241
994	0.06798665631
995	0.06797302372
996	0.06796233908
997	0.06791070135
998	0.06789061664
999	0.06787753767
